,accuracy,f1_score,precision,recall
bear_market_1,0.36176470588235293,0.4804818789351083,0.3373731354858097,0.8416666666666666
bear_market_2,0.6055555555555555,0.39330717108977986,0.7165567765567766,0.28823529411764703
bull_market_1,0.5311320754716983,0.6048322622192376,0.5971350323918607,0.6625
bull_market_2,0.5152380952380953,0.495474972033714,0.5189287463193286,0.48301886792452836
