Date,Open,High,Low,Close,Volume,RSI,ATR,MACD,MFI,EMA,SMA,OBV,GTrends_Interest,Sentiment_Bullish,Price_oil,Price_gold,Price_NASDAQ,Price_SP500,Price_NYSE,Interest_Rate,hash_rate,users,Target
2015-01-14,223.893997,223.893997,171.509995,178.102997,97638704,19.622734075232454,18.543253274193887,-26.829600750075656,26.690633618911765,265.84673120646937,272.53792685714285,-332807340.0,2.76,10.370526155020343,48.48,1234.5,4639.32,2011.27,10565.419922,0.11,342084.4571803375,217076.0,1
2015-01-15,176.897003,229.067001,176.897003,209.843994,81773504,31.532371026773333,20.945163611751468,-28.90162430344324,36.595396604876015,258.3796995789401,265.0804269285714,-251033836.0,2.22,29.355022367089987,46.25,1264.8,4570.82,1992.67,10514.599609,0.11,333887.54526707076,216553.0,0
2015-01-16,209.070007,221.591003,199.770996,208.097,38421000,31.257847296561465,21.007652425197794,-30.33500268510224,40.99785421807071,251.67533963508143,257.4422117142857,-289454836.0,1.89,19.494683388620615,48.69,1276.9,4634.38,2019.42,10660.320313,0.11,325690.633353804,216030.0,0
2015-01-17,207.834,211.731003,194.875,199.259995,23469700,29.84251923799892,20.711106037683663,-31.81726816719859,42.530934804829606,244.68662701707055,251.59778271428567,-312924536.0,1.62,5.881325993686914,48.69,1276.9,4634.38,2019.42,10660.320313,0.11,309843.27032148803,215507.0,1
2015-01-18,200.050003,218.695007,194.505997,210.339005,30085100,33.884391531844265,20.959527749277687,-31.73220165696412,50.640137303474035,240.10694408146117,247.7509254285714,-282839436.0,1.5,62.93768882751465,48.85,1276.9,4634.38,2019.42,10660.320313,0.11,293995.907289172,214984.0,1
2015-01-19,211.470993,216.727997,207.317993,214.860992,18658300,35.51731104781045,20.134561767186423,-30.943205266815028,47.20077829411822,236.74081713726633,243.49285349999997,-264181136.0,1.41,28.989070653915405,47.78,1294.2,4634.38,2019.42,10660.320313,0.11,278148.54425685597,207800.75,0
2015-01-20,212.906998,215.240997,205.153,211.315002,24051100,34.79165838832389,19.41694999810168,-30.255287579184653,42.04319170734126,233.35070845229748,238.14471114285712,-288232236.0,1.47,38.670664404829346,46.39,1294.7,4654.85,2022.55,10658.620117,0.11,262301.18122454,200617.5,1
2015-01-21,211.378006,227.787994,211.212006,226.897003,29924600,40.54050032311122,19.21402414109442,-28.128522501078976,41.72468939459848,232.49021439199117,233.32756807142857,-258307636.0,1.62,40.13092269500097,47.78,1293.7,4667.42,2032.12,10720.400391,0.11,262847.64201875776,193434.25,1
2015-01-22,227.322006,237.018997,226.434006,233.406006,33544600,42.8087091626784,18.597664631016247,-25.622463895713224,47.75407604679412,232.6123199397257,229.76021142857144,-224763036.0,1.53,54.899034798145294,46.31,1300.7,4750.4,2063.15,10859.349609,0.11,263394.1028129755,186251.0,0
2015-01-23,233.516998,234.845001,225.195999,232.878998,24621700,42.66679060651411,17.958474443086516,-23.409074300105143,42.9590818476521,232.6478770144289,225.65099771428572,-249384736.0,1.47,35.31225913611706,45.59,1292.6,4757.88,2051.82,10788.330078,0.11,263940.5636071933,193708.25,1
