Date,Open,High,Low,Close,Volume,RSI,ATR,MACD,MFI,EMA,SMA,OBV,GTrends_Interest,Sentiment_Bullish,Price_oil,Price_gold,Price_NASDAQ,Price_SP500,Price_NYSE,Interest_Rate,hash_rate,users
2014-12-04,375.717987,378.654999,367.759003,369.604004,14529600,48.480328635669544,15.84664925280049,1.952164176894712,65.39067015813521,373.8845212752474,371.1992142857144,-66804122.0,1.92,24.848275684926193,66.81,1207.7,4769.44,2071.92,10952.299805,0.12,242459.63276033825,191068.0
2014-12-05,369.441986,379.191986,365.756012,376.854004,15181800,52.24827172449792,15.67445816331474,2.0219889370083592,75.68876343301008,374.2804523052144,373.0567865714287,-51622322.0,1.92,47.59601056575775,65.84,1190.4,4780.76,2075.37,10970.259766,0.12,242516.8953051865,194196.0
2014-12-06,376.756989,378.447998,370.945007,374.785004,7009320,51.099703497542535,15.090781937363689,1.8886039036272564,74.86241368251481,374.34772586451913,374.61857164285726,-58631642.0,1.86,27.239636883314233,65.84,1190.4,4780.76,2075.37,10970.259766,0.12,242574.15785003477,192276.75
2014-12-07,374.835999,376.291992,373.274994,375.095001,6491650,51.27254192604719,14.228368798980568,1.787306513899864,73.89119032238709,374.44736254924993,375.1558575714287,-52139992.0,2.1,30.65461590886116,65.84,1190.4,4780.76,2075.37,10970.259766,0.12,242631.420394883,190357.5
2014-12-08,374.964996,376.028992,361.885986,361.908997,18898700,44.1278716173089,14.22227145619624,0.6356993337556105,63.003037893661904,372.7755804760166,374.0850001428572,-71038692.0,2.16,63.73860239982605,63.05,1194.9,4740.69,2060.31,10863.540039,0.12,254066.91766759247,188438.25
2014-12-09,361.894989,363.066986,344.950989,352.218994,32915500,39.74485013156859,14.50039470932508,-1.046793133123856,48.80113538484599,370.0347022792144,372.43292885714294,-103954192.0,1.92,52.21023112535477,63.82,1232.0,4766.47,2059.82,10821.200195,0.12,265502.41494030197,186519.0
2014-12-10,352.204987,352.384003,346.36499,346.36499,16427700,37.3323897154938,13.894581730087577,-2.8200420444040333,49.55600854541417,366.8787406419858,370.8611427857144,-120381892.0,2.07,40.68185985088349,60.94,1229.4,4684.03,2026.14,10662.240234,0.12,276937.91221301147,178662.25
2014-12-11,344.339996,361.356995,338.763,350.506012,32431300,40.10207434681081,14.51596839222418,-3.8468644558697065,54.43859819681287,364.6957101563877,369.4922855714286,-87950592.0,2.88,47.42514789104462,59.95,1225.6,4708.16,2035.33,10690.139648,0.12,288373.409485721,170805.5
2014-12-12,350.833008,352.983002,349.290985,352.541992,16989800,41.47170575748659,13.74282900706531,-4.44510167903087,52.994552042738384,363.0752144022027,367.7847856428572,-70960792.0,2.61,62.646921475728355,57.81,1222.5,4653.6,2002.33,10500.509766,0.12,292350.9737544897,162948.75
2014-12-13,352.381012,352.381012,346.588013,347.376007,11675900,39.032847944294325,13.18648257798922,-5.275250994282146,46.8413706925013,360.9819867485757,365.7765720714287,-82636692.0,1.98,58.09365455061197,57.81,1222.5,4653.6,2002.33,10500.509766,0.12,296328.53802325844,155092.0
2014-12-14,346.72699,353.31601,345.417999,351.631989,12415200,42.05609519536989,12.808734608132848,-5.526027523390326,51.740500459744176,359.7353203820989,363.8897857857143,-70221492.0,1.95,16.66515537848075,57.81,1222.5,4653.6,2002.33,10500.509766,0.12,300306.1022920272,168816.0
2014-12-15,351.360992,351.815002,344.93399,345.345001,17264200,38.981001956322245,12.385325850409073,-6.161056296641561,45.32061361693384,357.8166111311524,361.46835764285714,-87485692.0,2.16,10.019754469394684,55.91,1207.7,4605.16,1989.63,10411.179688,0.12,304283.666560796,182540.0
2014-12-16,345.673004,345.859009,327.062012,327.062012,30864900,31.717888076777783,12.843302361094144,-8.046846551506292,37.04731956846679,353.71599791366543,357.5931440714286,-118350592.0,2.37,45.901447521464426,55.93,1194.3,4547.83,1972.74,10390.019531,0.12,294106.3860464568,191689.33333333334
2014-12-16,345.673004,345.859009,327.062012,327.062012,30864900,31.717888076777783,12.843302361094144,-8.046846551506292,37.04731956846679,353.71599791366543,357.5931440714286,-118350592.0,1.65,45.901447521464426,55.93,1194.3,4547.83,1972.74,10390.019531,0.12,283929.10553211765,200838.66666666666
2014-12-17,326.855011,333.95401,315.152008,319.776001,37567900,29.369380580641813,13.26892376387313,-10.01383584461678,34.26761048782883,349.1906649918434,353.64785771428575,-155918492.0,1.68,35.11920094169909,56.47,1194.5,4644.31,2012.89,10603.509766,0.12,273751.8250177785,209988.0
2014-12-18,319.785004,323.709015,304.231995,311.395996,39173000,26.90212878145021,13.712359209310764,-12.109296962072392,31.950424557062608,344.15137579293093,349.4901428571429,-195091492.0,1.59,34.22621041536331,54.11,1194.8,4748.4,2061.23,10831.620117,0.12,258485.90424626973,208907.5
2014-12-19,311.178986,318.53299,306.769012,317.842987,23823100,31.65875518134352,13.573189122931426,-13.098752436294603,33.14482650230403,340.6435906205401,345.2750702142858,-171268392.0,1.44,18.473242223262787,56.52,1196.0,4765.38,2070.65,10890.240234,0.12,243219.983474761,207827.0
2014-12-20,317.618988,330.325012,316.044006,329.955994,20856700,39.61006154444347,13.623747471293466,-12.758413546453935,35.734335773548466,339.2185777378014,342.07299807142863,-150411692.0,1.41,42.00505924721559,56.52,1196.0,4765.38,2070.65,10890.240234,0.12,261853.77253129496,206746.5
2014-12-21,329.542999,329.628998,318.903015,320.842987,15207600,36.19787262355669,13.440121151915362,-13.073334763285914,32.71370115875459,336.7684989727612,338.19785421428577,-165619292.0,1.35,30.77230527997017,56.52,1196.0,4765.38,2070.65,10890.240234,0.12,280487.56158782897,205666.0
2014-12-22,321.067993,334.117004,320.424988,331.885986,22315100,42.645568479535214,13.458113641064267,-12.290161041279193,39.24353824950496,336.11749724305974,336.0533534285715,-143304192.0,1.44,0.0572460470721125,55.26,1179.8,4781.42,2078.54,10919.990234,0.12,299121.350644363,189276.75
2014-12-23,332.016998,336.286987,329.60199,334.571991,16574200,44.12465662313922,12.974319595273965,-11.322236375418925,46.84650679997742,335.91142974398514,334.7928532142858,-126729992.0,1.44,35.084401816129684,57.12,1178.0,4765.42,2082.17,10951.759766,0.12,317755.139700897,172887.5
2014-12-24,334.38501,334.740997,321.356995,322.533997,15092300,39.2404598385524,13.003582624182968,-11.395158322389705,47.20875967996789,334.1277720447871,333.0906394285715,-141822292.0,1.38,21.62409670650959,55.84,1173.5,4773.47,2081.88,10955.110352,0.12,316774.41396107944,156498.25
2014-12-25,322.286011,322.670013,316.958008,319.007996,9883640,37.916564105308645,12.48275565102704,-11.603707980872343,39.34555203711728,332.11180190548214,330.8407811428572,-151705932.0,1.35,24.208795662658908,55.92,1173.5,4773.47,2081.88,10955.110352,0.12,315793.68822126195,140109.0
2014-12-26,319.152008,331.424011,316.627014,327.924011,16410500,43.14047724731951,12.64805860452511,-10.923616539730574,38.938346709088734,331.5534297847512,329.0823539285715,-135295432.0,1.59,26.79349461880823,54.73,1195.3,4806.86,2088.77,10985.400391,0.12,314812.96248144447,145972.5
2014-12-27,327.583008,328.911011,312.630005,315.863007,15185200,38.42977746412035,12.90755484705903,-11.228427079693745,38.62236330629686,329.46137341345104,326.8314253571429,-150480632.0,3.0,28.16920392215252,54.73,1195.3,4806.86,2088.77,10985.400391,0.12,313832.236741627,151836.0
2014-12-28,316.160004,320.028015,311.078003,317.239014,11676600,39.24486700977632,12.62487321512624,-11.22951253317268,34.29953006670412,327.83172549165755,324.3747842857143,-138804032.0,1.35,32.001206278800964,54.73,1195.3,4806.86,2088.77,10985.400391,0.12,313659.7497915572,157699.5
2014-12-29,317.700989,320.266998,312.307007,312.670013,12302500,37.4710229332302,12.291667342617222,-11.466870019138582,35.085243972288175,325.81016382610323,322.04085657142866,-151106532.0,1.44,25.118326997229207,53.61,1181.9,4806.91,2090.57,10988.009766,0.12,313487.2628414875,163563.0
2014-12-30,312.718994,314.80899,309.372986,310.737,12528300,36.714932881264595,11.801977103858846,-11.676357747241354,37.683817427758385,323.80040864928947,320.8747842857143,-163634832.0,1.38,42.78951082378626,54.12,1200.4,4777.44,2080.35,10932.990234,0.12,313314.77589141775,167523.75
2014-12-31,310.914001,320.192993,310.210999,320.192993,13942900,42.79576745625494,11.671978310726072,-10.95309817527351,47.01808385227549,323.3194198960509,320.90456942857145,-149691932.0,1.35,38.56987791756789,53.27,1184.1,4736.05,2058.9,10839.240234,0.12,313142.288941348,171484.5
2015-01-01,320.434998,320.434998,314.002991,314.248993,8036550,40.18209669026959,11.29769464567421,-10.735785426007794,53.66810057214065,322.1100296432441,321.10835492857143,-157728482.0,1.26,25.522294640541077,54.56,1184.1,4736.05,2058.9,10839.240234,0.11,318698.0392290172,175445.25
2015-01-02,314.07901,315.838989,313.565002,315.032013,7860650,40.69591949520592,10.653144099554623,-10.380717882554508,46.14025696169918,321.16629409081156,320.9075710714286,-149867832.0,1.35,1.623837656006799,52.69,1186.2,4726.81,2058.2,10830.919922,0.11,324253.78951668646,179406.0
2015-01-03,314.846008,315.149994,281.082001,281.082001,33054400,29.04605057469948,12.325633306729296,-12.692495346999351,33.95738591599497,315.82172167870334,317.41657157142856,-182922232.0,1.53,7.339754548532557,52.69,1186.2,4726.81,2058.2,10830.919922,0.11,329809.5398043557,179344.25
2015-01-04,281.145996,287.230011,257.612,264.195007,55629100,25.184200249884174,13.560803141962916,-15.706183818037346,29.491412935004725,308.9381597215429,313.3702872857143,-238551332.0,1.86,13.055671441058315,52.69,1186.2,4726.81,2058.2,10830.919922,0.11,335365.290092025,179282.5
2015-01-05,265.084015,278.341003,265.084015,274.473999,43962800,31.182016462788553,13.602602631822707,-17.06837133445697,33.52006122896227,304.34293829200385,309.2694310714286,-194588532.0,1.7999999999999998,20.058324933052063,50.04,1204.0,4652.57,2020.58,10607.679688,0.11,319708.17564495746,179220.75
2015-01-06,274.610992,287.553009,272.696014,286.188995,23245700,37.3468201160408,13.692202086692514,-17.006571316444365,34.35234297938972,301.92241251973667,305.81350278571426,-171342832.0,1.92,22.69082733740409,47.93,1219.4,4592.74,2002.61,10514.870117,0.11,304051.06119788997,179159.0
2015-01-07,286.076996,298.753998,283.07901,294.337006,24866800,41.28640212452069,13.833829651928768,-16.11436163490805,41.97581857372306,300.91102498377177,303.79943199999997,-146476032.0,1.59,26.768692210316654,48.65,1210.7,4650.47,2025.9,10627.129883,0.11,288393.9467508225,195051.5
2015-01-08,294.13501,294.13501,282.174988,283.348999,19982500,37.831668790233984,13.714414533933851,-16.108233677751002,40.74106110392494,298.5694215192689,301.2523607857143,-166458532.0,1.47,34.41980530042201,48.79,1208.5,4736.19,2062.14,10800.540039,0.11,272736.832303755,210944.0
2015-01-09,282.382996,291.114014,280.53299,290.40799,18718600,41.23374391639098,13.490600924367149,-15.356752563992645,40.76825372878091,297.481230650033,298.572645,-147739932.0,1.44,13.19117155391723,48.36,1216.1,4704.07,2044.81,10711.410156,0.11,294172.194479534,226836.5
2015-01-10,287.303009,288.127014,273.966003,274.79599,15264300,36.47908638834115,13.70141421548378,-15.83838129180026,41.044579707553936,294.45653189669525,295.63928664285714,-163004232.0,1.5,14.047919896741709,48.36,1216.1,4704.07,2044.81,10711.410156,0.11,315607.556655313,242729.0
2015-01-11,274.608002,279.638,265.039001,265.660004,18200800,34.007781442318816,13.765527414377797,-16.764027966956633,40.47296829003219,290.61699484380256,291.95507164285715,-181205032.0,1.38,6.809807568788528,48.36,1216.1,4704.07,2044.81,10711.410156,0.11,337042.918831092,236315.75
2015-01-12,266.145996,272.203003,265.200012,267.79599,18880300,35.11455138675666,13.282489099065096,-17.127814621658047,39.93225161663623,287.57419419796224,288.74978428571427,-162324732.0,1.26,36.81962060342942,46.07,1232.8,4664.71,2028.26,10640.740234,0.11,358478.281006871,229902.5
2015-01-13,267.394012,268.277008,219.906006,225.860992,72843904,25.922625378102417,15.78881144913188,-20.562885891049064,34.703544239715974,279.3457672382339,282.6872122857143,-235168636.0,1.7999999999999998,24.275185560327373,45.89,1234.4,4661.5,2023.03,10622.959961,0.11,350281.36909360427,223489.25
2015-01-14,223.893997,223.893997,171.509995,178.102997,97638704,19.622734075232454,18.543253274193887,-26.829600750075656,26.690633618911765,265.84673120646937,272.53792685714285,-332807340.0,2.76,10.370526155020343,48.48,1234.5,4639.32,2011.27,10565.419922,0.11,342084.4571803375,217076.0
2015-01-15,176.897003,229.067001,176.897003,209.843994,81773504,31.532371026773333,20.945163611751468,-28.90162430344324,36.595396604876015,258.3796995789401,265.0804269285714,-251033836.0,2.22,29.355022367089987,46.25,1264.8,4570.82,1992.67,10514.599609,0.11,333887.54526707076,216553.0
2015-01-16,209.070007,221.591003,199.770996,208.097,38421000,31.257847296561465,21.007652425197794,-30.33500268510224,40.99785421807071,251.67533963508143,257.4422117142857,-289454836.0,1.89,19.494683388620615,48.69,1276.9,4634.38,2019.42,10660.320313,0.11,325690.633353804,216030.0
2015-01-17,207.834,211.731003,194.875,199.259995,23469700,29.84251923799892,20.711106037683663,-31.81726816719859,42.530934804829606,244.68662701707055,251.59778271428567,-312924536.0,1.62,5.881325993686914,48.69,1276.9,4634.38,2019.42,10660.320313,0.11,309843.27032148803,215507.0
2015-01-18,200.050003,218.695007,194.505997,210.339005,30085100,33.884391531844265,20.959527749277687,-31.73220165696412,50.640137303474035,240.10694408146117,247.7509254285714,-282839436.0,1.5,62.93768882751465,48.85,1276.9,4634.38,2019.42,10660.320313,0.11,293995.907289172,214984.0
2015-01-19,211.470993,216.727997,207.317993,214.860992,18658300,35.51731104781045,20.134561767186423,-30.943205266815028,47.20077829411822,236.74081713726633,243.49285349999997,-264181136.0,1.41,28.989070653915405,47.78,1294.2,4634.38,2019.42,10660.320313,0.11,278148.54425685597,207800.75
2015-01-20,212.906998,215.240997,205.153,211.315002,24051100,34.79165838832389,19.41694999810168,-30.255287579184653,42.04319170734126,233.35070845229748,238.14471114285712,-288232236.0,1.47,38.670664404829346,46.39,1294.7,4654.85,2022.55,10658.620117,0.11,262301.18122454,200617.5
2015-01-21,211.378006,227.787994,211.212006,226.897003,29924600,40.54050032311122,19.21402414109442,-28.128522501078976,41.72468939459848,232.49021439199117,233.32756807142857,-258307636.0,1.62,40.13092269500097,47.78,1293.7,4667.42,2032.12,10720.400391,0.11,262847.64201875776,193434.25
2015-01-22,227.322006,237.018997,226.434006,233.406006,33544600,42.8087091626784,18.597664631016247,-25.622463895713224,47.75407604679412,232.6123199397257,229.76021142857144,-224763036.0,1.53,54.899034798145294,46.31,1300.7,4750.4,2063.15,10859.349609,0.11,263394.1028129755,186251.0
2015-01-23,233.516998,234.845001,225.195999,232.878998,24621700,42.66679060651411,17.958474443086516,-23.409074300105143,42.9590818476521,232.6478770144289,225.65099771428572,-249384736.0,1.47,35.31225913611706,45.59,1292.6,4757.88,2051.82,10788.330078,0.11,263940.5636071933,193708.25
2015-01-24,232.699997,248.210007,230.022003,247.847,24782500,47.945156641455775,17.974869411437478,-20.21413842548222,47.447371687475496,234.6744267458384,223.72606985714287,-224602236.0,1.44,24.29312076419592,45.59,1292.6,4757.88,2051.82,10788.330078,0.11,264487.024401411,201165.5
2015-01-25,247.352005,255.074005,243.889999,253.718002,33582700,49.89373709701656,17.489807739191942,-17.012280946213764,53.058085459139704,237.21357011305992,222.87306971428575,-191019536.0,1.53,4.562952741980553,45.59,1292.6,4757.88,2051.82,10788.330078,0.11,279406.85304401425,208622.75
2015-01-26,254.078995,309.384003,254.078995,273.472992,106794000,55.878618755047526,20.21667868639252,-12.73393436335428,64.54016057568019,242.04815969798528,223.27856985714288,-84225536.0,2.1,34.22186165540056,45.15,1279.4,4771.76,2057.09,10847.150391,0.11,294326.6816866175,216080.0
2015-01-27,273.166992,275.480011,250.653,263.475006,44399000,52.46323864563859,20.54598813736448,-10.034397497998782,67.15380332211697,244.9050725382539,225.9652851428572,-128624536.0,1.68,19.350389763712883,46.23,1291.7,4681.5,2029.55,10781.830078,0.11,309246.51032922074,202435.0
2015-01-28,263.351013,266.535004,227.046005,233.914993,44352200,43.91654185033625,21.899060341838453,-10.163087344253029,71.18848736914623,243.43972859982009,229.9518562857143,-172976736.0,1.59,27.81512551785757,44.45,1285.9,4637.99,2002.16,10603.860352,0.11,324166.338971824,188790.0
2015-01-29,233.348007,238.705994,220.712006,233.513,32213400,43.812013291103305,21.620126603135702,-10.18016188084252,62.90396350173495,242.11616478651072,231.6424995714286,-205190136.0,1.59,41.70564441010356,44.53,1255.9,4683.41,2021.25,10691.629883,0.11,330321.3960409092,175145.0
2015-01-30,232.772003,242.850998,225.839005,226.425003,26605200,41.91752394063716,21.29097420291173,-10.642950388075375,62.31958402524928,240.02400988164263,232.95164264285717,-231795336.0,1.38,30.769881489686668,48.24,1279.2,4635.24,1994.99,10537.219727,0.11,336476.45310999453,161500.0
2015-01-31,226.440994,233.503998,216.309006,217.464005,23348200,39.58692135177079,20.998404045560896,-11.599084239747016,62.08580846668967,237.01600923075696,234.25192907142855,-255143536.0,1.38,32.23553927615285,48.24,1279.2,4635.24,1994.99,10537.219727,0.11,342631.5101790798,171923.0
2015-02-01,216.867004,231.574005,212.014999,226.972,29128500,43.19578453133231,20.8955898994494,-11.457536126501168,62.166479464432015,235.67680799998936,235.44000014285717,-226015036.0,1.41,1.8958220724016428,48.24,1279.2,4635.24,1994.99,10537.219727,0.11,348786.567248165,182346.0
2015-02-02,226.490997,242.175003,222.658997,238.229004,30612100,47.21609441685408,20.797048192345873,-10.318071774225928,63.14039350013913,236.01710079999077,237.1091438571429,-195402936.0,1.26,31.572647020220757,49.57,1276.9,4676.69,2020.85,10669.030273,0.11,336989.37453241827,192769.0
2015-02-03,237.453995,245.957001,224.483002,227.268005,40783700,43.95405005287047,20.845401821464023,-10.182125871170086,60.972441273206435,234.85055469332536,238.2486440714286,-236186636.0,1.44,31.91249234757076,53.05,1260.3,4727.74,2050.03,10847.410156,0.11,325192.1818166715,203192.0
2015-02-04,227.511002,230.057999,221.113007,226.852997,26594300,43.83057818560865,19.99537254850231,-9.992685977081663,56.08853356857949,233.7842136675486,238.2455007857143,-262780936.0,1.38,33.672815561294556,48.45,1264.5,4716.7,2041.51,10775.040039,0.11,313394.98910092475,192184.0
